Unnamed: 0,words,RMSE,trend_points
387,de_Tokugawa_Ieyasu,15.293070455746449,6
388,de_Toledo,18.476173924024533,5
389,de_Toleranz_(Technik),15.303630282577107,8
390,de_Toleranztabellen_nach_ISO_2768,14.00598939325364,5
391,de_Toluol,10.104879614007324,7
392,de_Tom_Berenger,14.547276764940332,5
393,de_Tom_Brady,17.027093407470574,3
394,de_Tom_Buhrow,16.869446261038185,5
395,de_Tom_Clancy’s_Ghost_Recon,15.417177290120053,5
396,de_Tom_Clancy’s_Rainbow_Six,15.79680830563938,7
397,de_Tom_Clancy’s_The_Division,13.977165051055168,9
398,de_Tom_Cruise,14.012274193616026,4
399,de_Tom_Holland_(Schauspieler),21.743149737137188,5
400,de_Tom_Kaulitz,14.514116068217866,7
401,de_Tom_Odell,15.90530266982915,2
402,"de_Tom_Payne_(Schauspieler,_1982)",17.045312688162213,8
403,de_Tom_Selleck,13.347141506260588,6
404,de_Tom_Sizemore,14.165171030130393,7
405,de_Tom_Skerritt,15.997302070164466,5
406,de_Tom_Tailor,14.744608024898724,5
407,de_Tom_Wlaschiha,12.8138922547996,3
408,de_Tom_und_Jerry,53.04744198462925,3
409,de_Tomahawk,16.6413958311351,4
410,de_Tomas_Seyler,16.16565710692776,6
411,de_Tomboy,16.786522715860233,4
412,de_Tommi_Piper,12.846517811572815,3
413,de_Tommy_Chong,15.63352650097208,5
414,de_Tommy_Krappweis,17.92425493077365,8
415,de_Tomorrowland,14.622605523931307,3
416,de_Tomsk,14.371987172973151,5
417,de_Tomáš_Garrigue_Masaryk,16.05438091770798,5
418,de_Ton_(Musik),14.709655146105066,4
419,de_Ton_Steine_Scherben,14.206956587219182,8
420,de_Tonabnehmer,14.244035853802085,5
421,de_Tonartencharakter,15.387092182322547,5
422,de_Tonbandgerät,15.809791952324307,8
423,de_Tonfilm,15.271128671158118,7
424,de_Toni_Braxton,16.287428189002945,5
425,de_Toni_Collette,9.756084966572152,6
426,de_Toni_Erdmann,15.613175383110633,5
427,de_Toni_Innauer,12.890167076696565,6
428,de_Tonic_Water,15.353875765337095,5
429,de_Tonika,14.668244228854359,10
430,de_Tonkin-Zwischenfall,15.350737005024525,5
431,de_Tonne_(Einheit),15.801454978001766,5
432,de_Tonsillektomie,15.143305427446391,7
433,de_Tonus,13.67329689452736,5
434,de_Tony_Award,15.310514809428804,5
435,de_Tony_Blair,15.41470665692163,5
436,de_Tony_Curtis,15.133427032645738,5
437,de_Tony_Marshall,11.5738450619957,6
438,de_Tony_Scott,15.632829825757346,7
439,de_Tony_Shalhoub,11.555216999571158,8
440,de_Tonya_Harding,15.188057318278064,9
441,de_Top-Level-Domain,60.41357996819929,10
442,de_Top_Gun_–_Sie_fürchten_weder_Tod_noch_Teufel,13.861292107923058,10
443,de_Topher_Grace,16.068796405084395,5
444,de_Topiramat,16.61840711508268,5
445,de_Topografische_Karte,15.543765269601295,5
446,de_Topologie,15.231932593483595,5
447,de_Topologie_(Rechnernetz),15.378203254231114,5
448,de_Tor_(Netzwerk),12.183032342503429,9
449,de_Torch_(Rapper),14.882831266933513,6
450,de_Torf,15.577567561481668,5
451,de_Torgau,16.525274751655015,2
452,de_Tori_Amos,59.05236492877199,8
453,de_Tori_Kelly,15.554136752454342,5
454,de_Tori_Spelling,14.808940527026467,6
455,de_Tornado,15.200953255359426,3
456,de_Torpedo,16.52163311491129,5
457,de_Torr,16.082947783662075,7
458,de_Torrey_DeVitto,16.404003472202792,5
459,de_Torsade_de_pointes,18.05154142162553,2
460,de_Torsion_(Mechanik),15.547910267941434,5
461,de_Torsten_Frings,16.594023958687828,5
462,de_Torsten_Michaelis,14.561184780197625,7
463,de_Torsten_Sträter,20.19169586008985,7
464,de_Torus,16.068345282360767,5
465,de_Toruń,13.182086530977282,8
466,de_Toshiba,15.936248729178493,5
467,de_Total_(Unternehmen),33.694408306613056,9
468,de_Total_Nonstop_Action_Wrestling,16.213929198242628,5
469,de_Total_War:_Warhammer,17.02336121067647,8
470,de_Totalitarismus,15.461591505999909,5
471,de_Totenbeschwörung,13.429908874324234,4
472,de_Totenmaske,13.59130637066066,5
473,de_Toto_(Band),15.858379344208364,4
474,de_Tottenham_Hotspur,16.04556618529677,5
475,de_Tour_de_Ski,16.270139012489256,8
476,de_Tour_de_Ski_2016,15.613175383110633,5
477,de_Tour_de_Ski_2016/17,13.431629858443687,4
478,de_Tove_Lo,16.594023958687828,5
479,de_Towje_Kleiner,24.928685522536586,24
480,de_Township_(Südafrika),14.85631891229466,5
481,de_Toxizität,14.170331190306175,7
482,de_Toyota,15.009132418042608,3
483,de_Toyota_Avensis,10.24685419462419,4
484,de_Toyota_GT86,14.754836118370411,3
485,de_Toyota_Prius,152.52592200752918,14
486,de_Trabant_(Pkw),14.815154310734432,7
487,de_Traceroute,12.435671123179755,5
488,de_Tracey_Adams,14.65608494145097,5
489,de_Tracheotomie,13.40345013152194,6
490,de_Traci_Lords,12.972931818558559,7
491,de_Tractatus_logico-philosophicus,14.414743455166755,4
492,de_Tracy_Pollan,13.694815322799847,6
493,de_Trader,15.445497291570888,3
494,de_Trader_Joe’s,14.85308234751738,4
495,de_Tradition,15.83634942476496,5
496,de_Tragfläche,14.610402286099696,5
497,de_Tragödie,13.60820629757467,1
498,de_Trainerlizenz,14.828284055816601,3
499,de_Training_Day,22.508461994425588,6
